BR,US,UK,Name,Kind,Size,N,Rating,GWB,Fill0D,Fill1D,StrandN,StrandD,CuBundD,InsTh,TwistLA,BeltTh,BeltTapeTh,ScreenTh,BedTh,ArmWireN,ArmWireD,ArmWireLA,ArmTapeTh,BraidTh,JackTh,Diameter,Weight
,,,LV250TQSAT-GWB-1K5,LV,25,4,1.5,X,3.9,3.9,7,2.15,6.42,1.5,12,0.05,0.4,0.7,1.9,,,,0.8,,2.1,34.64,2.18
,,,LV350TQSAT-GWB-1K5,LV,35,4,1.5,X,4.37,4.37,7,2.53,7.56,1.5,12,0.05,0.4,0.7,2,,,,0.8,,2.2,37.79,2.72
,,,LV25TPATB-GWB-1K5,LV,2.5,2,1.5,X,,3.09,7,0.67,2.01,1.3,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,21.32,0.61
,,,LV40TPATB-GWB-1K5,LV,4,2,1.5,X,,3.45,7,0.85,2.55,1.3,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,22.4,0.69
,,,LV60TPATB-GWB-1K5,LV,6,2,1.5,X,,3.83,7,1.04,3.12,1.3,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,23.54,0.77
,,,LV100TPATB-GWB-1K5,LV,10,2,1.5,X,,4.46,7,1.36,4.05,1.3,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,25.41,0.93
,,,LV160TPATB-GWB-1K5,LV,16,2,1.5,X,,5.16,7,1.71,5.1,1.3,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,27.5,1.14
,,,LV250TPATB-GWB-1K5,LV,25,2,1.5,X,,6.31,7,2.15,6.42,1.5,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,31.34,1.51
,,,LV350TPATB-GWB-1K5,LV,35,2,1.5,X,,7.07,7,2.53,7.56,1.5,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,33.62,1.81
,,,LV25TTATB-GWB-1K5,LV,2.5,3,1.5,X,0.71,2.16,7,0.67,2.01,1.3,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,22.03,0.66
,,,LV40TTATB-GWB-1K5,LV,4,3,1.5,X,0.8,2.41,7,0.85,2.55,1.3,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,23.2,0.76
,,,LV60TTATB-GWB-1K5,LV,6,3,1.5,X,0.89,2.68,7,1.04,3.12,1.3,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,24.43,0.87
,,,LV100TTATB-GWB-1K5,LV,10,3,1.5,X,1.03,3.11,7,1.36,4.05,1.3,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,26.44,1.07
,,,LV160TTATB-GWB-1K5,LV,16,3,1.5,X,1.19,3.6,7,1.71,5.1,1.3,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,28.9,1.35
,,,LV250TTATB-GWB-1K5,LV,25,3,1.5,X,1.46,4.41,7,2.15,6.42,1.5,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,32.8,1.81
,,,LV350TTATB-GWB-1K5,LV,35,3,1.5,X,1.64,4.94,7,2.53,7.56,1.5,11,0.05,0.4,0.7,1.9,,,,0.8,0.5,2.1,35.65,2.23
,,,LV25TQATB-GWB-1K5,LV,2.5,4,1.5,X,1.91,1.91,7,0.67,2.01,1.3,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,23.23,0.74
,,,LV40TQATB-GWB-1K5,LV,4,4,1.5,X,2.13,2.13,7,0.85,2.55,1.3,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,24.53,0.85
,,,LV60TQATB-GWB-1K5,LV,6,4,1.5,X,2.37,2.37,7,1.04,3.12,1.3,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.8,25.91,0.99
,,,LV100TQATB-GWB-1K5,LV,10,4,1.5,X,2.75,2.75,7,1.36,4.05,1.3,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,28.36,1.26
,,,LV160TQATB-GWB-1K5,LV,16,4,1.5,X,3.19,3.19,7,1.71,5.1,1.3,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,30.89,1.6
,,,LV250TQATB-GWB-1K5,LV,25,4,1.5,X,3.9,3.9,7,2.15,6.42,1.5,12,0.05,0.4,0.7,1.9,,,,0.8,0.5,2.1,35.64,2.2
,,,LV350TQATB-GWB-1K5,LV,35,4,1.5,X,4.37,4.37,7,2.53,7.56,1.5,12,0.05,0.4,0.7,2,,,,0.8,0.5,2.2,38.79,2.73
,,,LV25TPS-GWB-3K,LV,2.5,2,3,X,,5.9,7,0.67,2.01,3.4,10,0.05,0.4,0.7,,,,,,,1.8,23.52,0.45
,,,LV40TPS-GWB-3K,LV,4,2,3,X,,5.46,7,0.85,2.55,2.8,10,0.05,0.4,0.7,,,,,,,1.8,22.2,0.43
,,,LV60TPS-GWB-3K,LV,6,2,3,X,,5.44,7,1.04,3.12,2.5,10,0.05,0.4,0.7,,,,,,,1.8,22.14,0.46
,,,LV100TPS-GWB-3K,LV,10,2,3,X,,5.59,7,1.317,3.951,2.2,10,0.05,0.34,1,,,,,,,1.8,23.08,0.557
,,,LV160TPS-GWB-3K,LV,16,2,3,X,,6.28,7,1.661,4.983,2.2,10,0.05,0.34,1,,,,,,,1.8,25.14,0.723
,,,LV250TPS-GWB-3K,LV,25,2,3,X,,7.15,7,2.09,6.27,2.2,10,0.05,0.34,1,,,,,,,1.8,27.72,0.969
,,,LV350TPS-GWB-3K,LV,35,2,3,X,,7.89,7,2.461,7.383,2.2,10,0.05,0.34,1,,,,,,,1.9,30.14,1.225
,,,LV25TTS-GWB-3K,LV,2.5,3,3,X,1.37,4.12,7,0.67,2.01,3.4,11,0.05,0.4,0.7,,,,,,,1.8,24.89,0.52
,,,LV40TTS-GWB-3K,LV,4,3,3,X,1.26,3.81,7,0.85,2.55,2.8,11,0.05,0.4,0.7,,,,,,,1.8,23.46,0.51
,,,LV60TTS-GWB-3K,LV,6,3,3,X,1.26,3.8,7,1.04,3.12,2.5,11,0.05,0.4,0.7,,,,,,,1.8,23.4,0.55
,,,LV100TTS-GWB-3K,LV,10,3,3,X,1.31,3.96,7,1.36,4.05,2.2,11,0.05,0.4,0.7,,,,,,,1.8,24.12,0.68
,,,LV160TTS-GWB-3K,LV,16,3,3,X,1.47,4.45,7,1.71,5.1,2.2,11,0.05,0.4,0.7,,,,,,,1.8,26.37,0.91
,,,LV250TTS-GWB-3K,LV,25,3,3,X,1.68,5.06,7,2.15,6.42,2.2,11,0.05,0.4,0.7,,,,,,,1.9,29.42,1.26
,,,LV350TTS-GWB-3K,LV,35,3,3,X,1.85,5.6,7,2.53,7.56,2.2,11,0.05,0.4,0.7,,,,,,,2,32.07,1.62
,,,LV25TQS-GWB-3K,LV,2.5,4,3,X,3.65,3.65,7,0.67,2.01,3.4,12,0.05,0.4,0.7,,,,,,,1.8,27.17,0.63
,,,LV40TQS-GWB-3K,LV,4,4,3,X,3.37,3.37,7,0.85,2.55,2.8,12,0.05,0.4,0.7,,,,,,,1.8,25.58,0.62
,,,LV60TQS-GWB-3K,LV,6,4,3,X,3.36,3.36,7,1.04,3.12,2.5,12,0.05,0.4,0.7,,,,,,,1.8,25.5,0.68
,,,LV100TQS-GWB-3K,LV,10,4,3,X,3.46,3.46,7,1.317,3.951,2.2,10,0.05,0.34,1,,,,,,,1.8,26.54,0.835
,,,LV160TQS-GWB-3K,LV,16,4,3,X,3.88,3.88,7,1.661,4.983,2.2,10,0.05,0.34,1,,,,,,,1.9,29.22,1.128
,,,LV250TQS-GWB-3K,LV,25,4,3,X,4.42,4.42,7,2.09,6.27,2.2,10,0.05,0.34,1,,,,,,,2,32.57,1.566
,,,LV350TQS-GWB-3K,LV,35,4,3,X,4.88,4.88,7,2.461,7.383,2.2,10,0.05,0.34,1,,,,,,,2.1,35.42,2.011
,,,LV25TPSB-GWB-3K,LV,2.5,2,3,X,,5.9,7,0.67,2.01,3.4,10,0.05,0.4,0.7,1.8,,,,,0.5,1.9,28.32,0.61
,,,LV40TPSB-GWB-3K,LV,4,2,3,X,,5.46,7,0.85,2.55,2.8,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,26.8,0.57
,,,LV60TPSB-GWB-3K,LV,6,2,3,X,,5.44,7,1.04,3.12,2.5,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,26.74,0.6
,,,LV100TPSB-GWB-3K,LV,10,2,3,X,,5.66,7,1.36,4.05,2.2,10,0.05,0.4,0.7,1.8,,,,,0.5,1.8,27.41,0.69
,,,LV160TPSB-GWB-3K,LV,16,2,3,X,,6.37,7,1.71,5.1,2.2,10,0.05,0.4,0.7,1.8,,,,,0.5,1.9,29.7,0.88
,,,LV250TPSB-GWB-3K,LV,25,2,3,X,,7.25,7,2.15,6.42,2.2,10,0.05,0.4,0.7,1.8,,,,,0.5,2,32.54,1.16
,,,LV350TPSB-GWB-3K,LV,35,2,3,X,,8.01,7,2.53,7.56,2.2,10,0.05,0.4,0.7,1.9,,,,,0.5,2.1,35.22,1.45
,,,LV25TTSB-GWB-3K,LV,2.5,3,3,X,1.37,4.12,7,0.67,2.01,3.4,11,0.05,0.4,0.7,1.8,,,,,0.5,1.9,29.69,0.68
,,,LV40TTSB-GWB-3K,LV,4,3,3,X,1.26,3.81,7,0.85,2.55,2.8,11,0.05,0.4,0.7,1.8,,,,,0.5,1.9,28.26,0.66
,,,LV60TTSB-GWB-3K,LV,6,3,3,X,1.26,3.8,7,1.04,3.12,2.5,11,0.05,0.4,0.7,1.8,,,,,0.5,1.9,28.2,0.7
,,,LV100TTSB-GWB-3K,LV,10,3,3,X,1.31,3.96,7,1.36,4.05,2.2,11,0.05,0.4,0.7,1.8,,,,,0.5,1.9,28.92,0.83
,,,LV160TTSB-GWB-3K,LV,16,3,3,X,1.47,4.45,7,1.71,5.1,2.2,11,0.05,0.4,0.7,1.8,,,,,0.5,2,31.37,1.08
,,,LV250TTSB-GWB-3K,LV,25,3,3,X,1.68,5.06,7,2.15,6.42,2.2,11,0.05,0.4,0.7,1.9,,,,,0.5,2.1,34.62,1.47
,,,LV350TTSB-GWB-3K,LV,35,3,3,X,1.85,5.6,7,2.53,7.56,2.2,11,0.05,0.4,0.7,2,,,,,0.5,2.2,37.47,1.85
,,,LV25TQSB-GWB-3K,LV,2.5,4,3,X,3.65,3.65,7,0.67,2.01,3.4,12,0.05,0.4,0.7,1.8,,,,,0.5,2,32.17,0.81
,,,LV40TQSB-GWB-3K,LV,4,4,3,X,3.37,3.37,7,0.85,2.55,2.8,12,0.05,0.4,0.7,1.8,,,,,0.5,1.9,30.38,0.78
,,,LV60TQSB-GWB-3K,LV,6,4,3,X,3.36,3.36,7,1.04,3.12,2.5,12,0.05,0.4,0.7,1.8,,,,,0.5,1.9,30.3,0.84
,,,LV100TQSB-GWB-3K,LV,10,4,3,X,3.5,3.5,7,1.36,4.05,2.2,12,0.05,0.4,0.7,1.8,,,,,0.5,2,31.31,1.02
,,,LV160TQSB-GWB-3K,LV,16,4,3,X,3.93,3.93,7,1.71,5.1,2.2,12,0.05,0.4,0.7,1.9,,,,,0.5,2.1,34.24,1.35
,,,LV250TQSB-GWB-3K,LV,25,4,3,X,4.48,4.48,7,2.15,6.42,2.2,12,0.05,0.4,0.7,2,,,,,0.5,2.2,37.82,1.84
,,,LV350TQSB-GWB-3K,LV,35,4,3,X,4.95,4.95,7,2.53,7.56,2.2,12,0.05,0.4,0.7,2.1,,,,,0.5,2.3,40.97,2.34
,,,LV25TPSAW-GWB-3K,LV,2.5,2,3,X,,5.9,7,0.67,2.01,3.4,10,0.05,0.4,0.7,1.8,46,1.6,14.52,,,1.9,30.52,1.36
,,,LV40TPSAW-GWB-3K,LV,4,2,3,X,,5.46,7,0.85,2.55,2.8,10,0.05,0.4,0.7,1.8,44,1.6,14.52,,,1.9,29.2,1.3
,,,LV60TPSAW-GWB-3K,LV,6,2,3,X,,5.44,7,1.04,3.12,2.5,10,0.05,0.4,0.7,1.8,44,1.6,14.53,,,1.9,29.14,1.33
,,,LV100TPSAW-GWB-3K,LV,10,2,3,X,,5.66,7,1.36,4.05,2.2,10,0.05,0.4,0.7,1.8,45,1.6,14.54,,,1.9,29.81,1.44
,,,LV160TPSAW-GWB-3K,LV,16,2,3,X,,6.37,7,1.71,5.1,2.2,10,0.05,0.4,0.7,1.8,49,1.6,14.55,,,2,32.1,1.69
,,,LV250TPSAW-GWB-3K,LV,25,2,3,X,,7.25,7,2.15,6.42,2.2,10,0.05,0.4,0.7,1.8,54,1.6,14.59,,,2.1,34.94,2.05
,,,LV350TPSAW-GWB-3K,LV,35,2,3,X,,8.01,7,2.53,7.56,2.2,10,0.05,0.4,0.7,1.9,47,2,14.57,,,2.2,38.42,2.67
,,,LV25TTSAW-GWB-3K,LV,2.5,3,3,X,1.37,4.12,7,0.67,2.01,3.4,11,0.05,0.4,0.7,1.8,49,1.6,14.55,,,2,32.09,1.49
,,,LV40TTSAW-GWB-3K,LV,4,3,3,X,1.26,3.81,7,0.85,2.55,2.8,11,0.05,0.4,0.7,1.8,46,1.6,14.54,,,1.9,30.46,1.41
,,,LV60TTSAW-GWB-3K,LV,6,3,3,X,1.26,3.8,7,1.04,3.12,2.5,11,0.05,0.4,0.7,1.8,46,1.6,14.55,,,1.9,30.4,1.46
,,,LV100TTSAW-GWB-3K,LV,10,3,3,X,1.31,3.96,7,1.36,4.05,2.2,11,0.05,0.4,0.7,1.8,47,1.6,14.53,,,2,31.32,1.61
,,,LV160TTSAW-GWB-3K,LV,16,3,3,X,1.47,4.45,7,1.71,5.1,2.2,11,0.05,0.4,0.7,1.8,52,1.6,14.59,,,2,33.57,1.94
,,,LV250TTSAW-GWB-3K,LV,25,3,3,X,1.68,5.06,7,2.15,6.42,2.2,11,0.05,0.4,0.7,1.9,57,1.6,14.62,,,2.1,36.82,2.4
,,,LV350TTSAW-GWB-3K,LV,35,3,3,X,1.85,5.6,7,2.53,7.56,2.2,11,0.05,0.4,0.7,2,50,2,14.6,,,2.3,40.67,3.15
,,,LV25TQSAW-GWB-3K,LV,2.5,4,3,X,3.65,3.65,7,0.67,2.01,3.4,12,0.05,0.4,0.7,1.8,53,1.6,14.61,,,2.1,34.57,1.69
,,,LV40TQSAW-GWB-3K,LV,4,4,3,X,3.37,3.37,7,0.85,2.55,2.8,12,0.05,0.4,0.7,1.8,50,1.6,14.56,,,2,32.78,1.61
,,,LV60TQSAW-GWB-3K,LV,6,4,3,X,3.36,3.36,7,1.04,3.12,2.5,12,0.05,0.4,0.7,1.8,50,1.6,14.57,,,2,32.7,1.67
,,,LV100TQSAW-GWB-3K,LV,10,4,3,X,3.5,3.5,7,1.36,4.05,2.2,12,0.05,0.4,0.7,1.8,51,1.6,14.6,,,2,33.51,1.86
,,,LV160TQSAW-GWB-3K,LV,16,4,3,X,3.93,3.93,7,1.71,5.1,2.2,12,0.05,0.4,0.7,1.9,57,1.6,14.63,,,2.1,36.44,2.28
,,,LV250TQSAW-GWB-3K,LV,25,4,3,X,4.48,4.48,7,2.15,6.42,2.2,12,0.05,0.4,0.7,2,51,2,14.57,,,2.3,41.02,3.16
,,,LV350TQSAW-GWB-3K,LV,35,4,3,X,4.95,4.95,7,2.53,7.56,2.2,12,0.05,0.4,0.7,2.1,55,2,14.62,,,2.4,44.17,3.76
,,,LV25TPSAT-GWB-3K,LV,2.5,2,3,X,,5.9,7,0.67,2.01,3.4,10,0.05,0.4,0.7,1.8,,,,0.8,,1.9,28.92,1.05
,,,LV40TPSAT-GWB-3K,LV,4,2,3,X,,5.46,7,0.85,2.55,2.8,10,0.05,0.4,0.7,1.8,,,,0.8,,1.8,27.4,0.99
,,,LV60TPSAT-GWB-3K,LV,6,2,3,X,,5.44,7,1.04,3.12,2.5,10,0.05,0.4,0.7,1.8,,,,0.8,,1.8,27.34,1.02
,,,LV100TPSAT-GWB-3K,LV,10,2,3,X,,5.66,7,1.36,4.05,2.2,10,0.05,0.4,0.7,1.8,,,,0.8,,1.9,28.21,1.13
,,,LV160TPSAT-GWB-3K,LV,16,2,3,X,,6.37,7,1.71,5.1,2.2,10,0.05,0.4,0.7,1.8,,,,0.8,,1.9,30.3,1.35
,,,LV250TPSAT-GWB-3K,LV,25,2,3,X,,7.25,7,2.15,6.42,2.2,10,0.05,0.4,0.7,1.8,,,,0.8,,2,33.14,1.67
,,,LV350TPSAT-GWB-3K,LV,35,2,3,X,,8.01,7,2.53,7.56,2.2,10,0.05,0.4,0.7,1.9,,,,0.8,,2.1,35.82,2.01
,,,LV25TTSAT-GWB-3K,LV,2.5,3,3,X,1.37,4.12,7,0.67,2.01,3.4,11,0.05,0.4,0.7,1.8,,,,0.8,,1.9,30.29,1.15
,,,LV40TTSAT-GWB-3K,LV,4,3,3,X,1.26,3.81,7,0.85,2.55,2.8,11,0.05,0.4,0.7,1.8,,,,0.8,,1.9,28.86,1.1
,,,LV60TTSAT-GWB-3K,LV,6,3,3,X,1.26,3.8,7,1.04,3.12,2.5,11,0.05,0.4,0.7,1.8,,,,0.8,,1.9,28.8,1.14
,,,LV100TTSAT-GWB-3K,LV,10,3,3,X,1.31,3.96,7,1.36,4.05,2.2,11,0.05,0.4,0.7,1.8,,,,0.8,,1.9,29.52,1.29
,,,LV160TTSAT-GWB-3K,LV,16,3,3,X,1.47,4.45,7,1.71,5.1,2.2,11,0.05,0.4,0.7,1.8,,,,0.8,,2,31.97,1.58
,,,LV250TTSAT-GWB-3K,LV,25,3,3,X,1.68,5.06,7,2.15,6.42,2.2,11,0.05,0.4,0.7,1.9,,,,0.8,,2.1,35.22,2.01
,,,LV350TTSAT-GWB-3K,LV,35,3,3,X,1.85,5.6,7,2.53,7.56,2.2,11,0.05,0.4,0.7,2,,,,0.8,,2.2,38.07,2.45
,,,LV25TQSAT-GWB-3K,LV,2.5,4,3,X,3.65,3.65,7,0.67,2.01,3.4,12,0.05,0.4,0.7,1.8,,,,0.8,,2,32.77,1.32
,,,LV40TQSAT-GWB-3K,LV,4,4,3,X,3.37,3.37,7,0.85,2.55,2.8,12,0.05,0.4,0.7,1.8,,,,0.8,,2,31.18,1.27
,,,LV60TQSAT-GWB-3K,LV,6,4,3,X,3.36,3.36,7,1.04,3.12,2.5,12,0.05,0.4,0.7,1.8,,,,0.8,,1.9,30.9,1.32
,,,LV100TQSAT-GWB-3K,LV,10,4,3,X,3.5,3.5,7,1.36,4.05,2.2,12,0.05,0.4,0.7,1.8,,,,0.8,,2,31.91,1.51
,,,LV160TQSAT-GWB-3K,LV,16,4,3,X,3.93,3.93,7,1.71,5.1,2.2,12,0.05,0.4,0.7,1.9,,,,0.8,,2.1,34.84,1.89
,,,LV250TQSAT-GWB-3K,LV,25,4,3,X,4.48,4.48,7,2.15,6.42,2.2,12,0.05,0.4,0.7,2,,,,0.8,,2.2,38.42,2.45
,,,LV350TQSAT-GWB-3K,LV,35,4,3,X,4.95,4.95,7,2.53,7.56,2.2,12,0.05,0.4,0.7,2.1,,,,0.8,,2.3,41.57,3
,,,LV25TPATB-GWB-3K,LV,2.5,2,3,X,,5.9,7,0.67,2.01,3.4,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,29.92,1.06
,,,LV40TPATB-GWB-3K,LV,4,2,3,X,,5.46,7,0.85,2.55,2.8,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,28.6,1.01
,,,LV60TPATB-GWB-3K,LV,6,2,3,X,,5.44,7,1.04,3.12,2.5,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,28.54,1.03
,,,LV100TPATB-GWB-3K,LV,10,2,3,X,,5.66,7,1.36,4.05,2.2,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,29.21,1.14
,,,LV160TPATB-GWB-3K,LV,16,2,3,X,,6.37,7,1.71,5.1,2.2,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,31.5,1.37
,,,LV250TPATB-GWB-3K,LV,25,2,3,X,,7.25,7,2.15,6.42,2.2,10,0.05,0.4,0.7,1.8,,,,0.8,0.5,2.1,34.34,1.7
,,,LV350TPATB-GWB-3K,LV,35,2,3,X,,8.01,7,2.53,7.56,2.2,10,0.05,0.4,0.7,1.9,,,,0.8,0.5,2.1,36.82,2.02
,,,LV25TTATB-GWB-3K,LV,2.5,3,3,X,1.37,4.12,7,0.67,2.01,3.4,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,31.49,1.17
,,,LV40TTATB-GWB-3K,LV,4,3,3,X,1.26,3.81,7,0.85,2.55,2.8,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,29.86,1.11
,,,LV60TTATB-GWB-3K,LV,6,3,3,X,1.26,3.8,7,1.04,3.12,2.5,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,29.8,1.15
,,,LV100TTATB-GWB-3K,LV,10,3,3,X,1.31,3.96,7,1.36,4.05,2.2,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,1.9,30.52,1.3
,,,LV160TTATB-GWB-3K,LV,16,3,3,X,1.47,4.45,7,1.71,5.1,2.2,11,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,32.97,1.59
,,,LV250TTATB-GWB-3K,LV,25,3,3,X,1.68,5.06,7,2.15,6.42,2.2,11,0.05,0.4,0.7,1.9,,,,0.8,0.5,2.1,36.22,2.03
,,,LV350TTATB-GWB-3K,LV,35,3,3,X,1.85,5.6,7,2.53,7.56,2.2,11,0.05,0.4,0.7,2,,,,0.8,0.5,2.2,39.07,2.46
,,,LV25TQATB-GWB-3K,LV,2.5,4,3,X,3.65,3.65,7,0.67,2.01,3.4,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,33.77,1.33
,,,LV40TQATB-GWB-3K,LV,4,4,3,X,3.37,3.37,7,0.85,2.55,2.8,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,32.18,1.28
,,,LV60TQATB-GWB-3K,LV,6,4,3,X,3.36,3.36,7,1.04,3.12,2.5,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,32.1,1.34
,,,LV100TQATB-GWB-3K,LV,10,4,3,X,3.5,3.5,7,1.36,4.05,2.2,12,0.05,0.4,0.7,1.8,,,,0.8,0.5,2,32.91,1.52
,,,LV160TQATB-GWB-3K,LV,16,4,3,X,3.93,3.93,7,1.71,5.1,2.2,12,0.05,0.4,0.7,1.9,,,,0.8,0.5,2.1,35.84,1.9
,,,LV250TQATB-GWB-3K,LV,25,4,3,X,4.48,4.48,7,2.15,6.42,2.2,12,0.05,0.4,0.7,2,,,,0.8,0.5,2.2,39.42,2.46
,,,LV350TQATB-GWB-3K,LV,35,4,3,X,4.95,4.95,7,2.53,7.56,2.2,12,0.05,0.4,0.7,2.1,,,,0.8,0.5,2.3,42.57,3.01
