BR,US,UK,Name,Kind,Size,N,Rating,GWB,Fill0D,Fill1D,StrandN,StrandD,CuBundD,InsTh,TwistLA,BeltTh,BeltTapeTh,ScreenTh,BedTh,ArmWireN,ArmWireD,ArmWireLA,ArmTapeTh,BraidTh,JackTh,Diameter,Weight
,,,LV25TPS-1K,LV,2.5,2,1,,,,7,0.67,2.01,0.8,9,1,,0.21,,,,,,,1.8,13.25,0.18
,,,LV40TPS-1K,LV,4,2,1,,,,7,0.85,2.55,1,10,1,,0.21,,,,,,,1.8,15.13,0.25
,,,LV60TPS-1K,LV,6,2,1,,,,7,1.04,3.12,1,10,1,,0.21,,,,,,,1.8,16.27,0.3
,,,LV100TPS-1K,LV,10,2,1,,,,7,1.35,4.05,1,10,1,,0.21,,,,,,,1.8,18.13,0.42
,,,LV160TPS-1K,LV,16,2,1,,,,7,1.7,5.1,1,10,1,,0.21,,,,,,,1.8,20.23,0.57
,,,LV250TPS-1K,LV,25,2,1,,,,7,2.14,6.42,1.2,10,1,,0.21,,,,,,,1.8,23.67,0.83
,,,LV350TPS-1K,LV,35,2,1,,,,7,2.52,7.56,1.2,10,1,,0.21,,,,,,,1.8,25.95,1.07
,,,LV25TTS-1K,LV,2.5,3,1,,0.56,,7,0.67,2.01,0.8,11,1,,0.21,,,,,,,1.8,13.81,0.21
,,,LV40TTS-1K,LV,4,3,1,,0.71,,7,0.85,2.55,1,11,1,,0.21,,,,,,,1.8,15.83,0.29
,,,LV60TTS-1K,LV,6,3,1,,0.79,,7,1.04,3.12,1,11,1,,0.21,,,,,,,1.8,17.06,0.37
,,,LV100TTS-1K,LV,10,3,1,,0.94,,7,1.35,4.05,1,11,1,,0.21,,,,,,,1.8,19.06,0.52
,,,LV160TTS-1K,LV,16,3,1,,1.1,,7,1.7,5.1,1,11,1,,0.21,,,,,,,1.8,21.33,0.73
,,,LV250TTS-1K,LV,25,3,1,,1.37,,7,2.14,6.42,1.2,11,1,,0.21,,,,,,,1.8,25.03,1.09
,,,LV350TTS-1K,LV,35,3,1,,1.54,,7,2.52,7.56,1.2,11,1,,0.21,,,,,,,1.8,27.49,1.42
,,,LV25TQS-1K,LV,2.5,4,1,,1.49,,7,0.67,2.01,0.8,12,1,,0.21,,,,,,,1.8,14.74,0.25
,,,LV40TQS-1K,LV,4,4,1,,1.88,,7,0.85,2.55,1,12,1,,0.21,,,,,,,1.8,17.01,0.36
,,,LV60TQS-1K,LV,6,4,1,,2.12,,7,1.04,3.12,1,12,1,,0.21,,,,,,,1.8,18.39,0.46
,,,LV100TQS-1K,LV,10,4,1,,2.5,,7,1.35,4.05,1,12,1,,0.21,,,,,,,1.8,20.63,0.65
,,,LV160TQS-1K,LV,16,4,1,,2.94,,7,1.7,5.1,1,12,1,,0.21,,,,,,,1.8,23.17,0.92
,,,LV250TQS-1K,LV,25,4,1,,3.65,,7,2.14,6.42,1.2,12,1,,0.21,,,,,,,1.8,27.32,1.38
,,,LV350TQS-1K,LV,35,4,1,,4.12,,7,2.52,7.56,1.2,12,1,,0.21,,,,,,,1.9,30.27,1.82
,,,LV25TPSAW-1K,LV,2.5,2,1,,,,7,0.67,2.01,0.8,9,1,,0.21,1.8,27,1.6,14.23,,,1.8,20.05,0.83
,,,LV40TPSAW-1K,LV,4,2,1,,,,7,0.85,2.55,1,10,1,,0.21,1.8,30,1.6,14.32,,,1.8,21.93,0.97
,,,LV60TPSAW-1K,LV,6,2,1,,,,7,1.04,3.12,1,10,1,,0.21,1.8,32,1.6,14.39,,,1.8,23.07,1.08
,,,LV100TPSAW-1K,LV,10,2,1,,,,7,1.35,4.05,1,10,1,,0.21,1.8,36,1.6,14.43,,,1.8,24.93,1.28
,,,LV160TPSAW-1K,LV,16,2,1,,,,7,1.7,5.1,1,10,1,,0.21,1.8,40,1.6,14.47,,,1.8,27.03,1.53
,,,LV250TPSAW-1K,LV,25,2,1,,,,7,2.14,6.42,1.2,10,1,,0.21,1.8,46,1.6,14.56,,,1.9,30.67,1.94
,,,LV350TPSAW-1K,LV,35,2,1,,,,7,2.52,7.56,1.2,10,1,,0.21,1.8,41,2,14.47,,,2,33.95,2.59
,,,LV25TTSAW-1K,LV,2.5,3,1,,0.56,,7,0.67,2.01,0.8,11,1,,0.21,1.8,28,1.6,14.23,,,1.8,20.61,0.89
,,,LV40TTSAW-1K,LV,4,3,1,,0.71,,7,0.85,2.55,1,11,1,,0.21,1.8,32,1.6,14.37,,,1.8,22.63,1.06
,,,LV60TTSAW-1K,LV,6,3,1,,0.79,,7,1.04,3.12,1,11,1,,0.21,1.8,34,1.6,14.37,,,1.8,23.86,1.19
,,,LV100TTSAW-1K,LV,10,3,1,,0.94,,7,1.35,4.05,1,11,1,,0.21,1.8,38,1.6,14.46,,,1.8,25.86,1.44
,,,LV160TTSAW-1K,LV,16,3,1,,1.1,,7,1.7,5.1,1,11,1,,0.21,1.8,42,1.6,14.49,,,1.9,28.33,1.75
,,,LV250TTSAW-1K,LV,25,3,1,,1.37,,7,2.14,6.42,1.2,11,1,,0.21,1.8,40,2,14.47,,,2,33.03,2.56
,,,LV350TTSAW-1K,LV,35,3,1,,1.54,,7,2.52,7.56,1.2,11,1,,0.21,1.8,43,2,14.5,,,2.1,35.69,3.01
,,,LV25TQSAW-1K,LV,2.5,4,1,,1.49,,7,0.67,2.01,0.8,12,1,,0.21,1.8,29,1.6,14.27,,,1.8,21.54,0.96
,,,LV40TQSAW-1K,LV,4,4,1,,1.88,,7,0.85,2.55,1,12,1,,0.21,1.8,34,1.6,14.39,,,1.8,23.81,1.17
,,,LV60TQSAW-1K,LV,6,4,1,,2.12,,7,1.04,3.12,1,12,1,,0.21,1.8,36,1.6,14.44,,,1.8,25.19,1.32
,,,LV100TQSAW-1K,LV,10,4,1,,2.5,,7,1.35,4.05,1,12,1,,0.21,1.8,41,1.6,14.46,,,1.8,27.43,1.64
,,,LV160TQSAW-1K,LV,16,4,1,,2.94,,7,1.7,5.1,1,12,1,,0.21,1.8,45,1.6,14.55,,,1.9,30.17,2.01
,,,LV250TQSAW-1K,LV,25,4,1,,3.65,,7,2.14,6.42,1.2,12,1,,0.21,1.8,43,2,14.5,,,2.1,35.52,2.97
,,,LV350TQSAW-1K,LV,35,4,1,,4.12,,7,2.52,7.56,1.2,12,1,,0.21,1.9,47,2,14.57,,,2.2,38.67,3.57
,,,LV25TPSAT-1K,LV,2.5,2,1,,,,7,0.67,2.01,0.8,9,1,,0.21,1.8,,,,0.8,,1.8,18.45,0.52
,,,LV40TPSAT-1K,LV,4,2,1,,,,7,0.85,2.55,1,10,1,,0.21,1.8,,,,0.8,,1.8,20.33,0.63
,,,LV60TPSAT-1K,LV,6,2,1,,,,7,1.04,3.12,1,10,1,,0.21,1.8,,,,0.8,,1.8,21.47,0.72
,,,LV100TPSAT-1K,LV,10,2,1,,,,7,1.35,4.05,1,10,1,,0.21,1.8,,,,0.8,,1.8,23.33,0.88
,,,LV160TPSAT-1K,LV,16,2,1,,,,7,1.7,5.1,1,10,1,,0.21,1.8,,,,0.8,,1.8,25.43,1.08
,,,LV250TPSAT-1K,LV,25,2,1,,,,7,2.14,6.42,1.2,10,1,,0.21,1.8,,,,0.8,,1.9,29.07,1.43
,,,LV350TPSAT-1K,LV,35,2,1,,,,7,2.52,7.56,1.2,10,1,,0.21,1.8,,,,0.8,,2,31.55,1.74
,,,LV25TTSAT-1K,LV,2.5,3,1,,0.56,,7,0.67,2.01,0.8,11,1,,0.21,1.8,,,,0.8,,1.8,19.01,0.57
,,,LV40TTSAT-1K,LV,4,3,1,,0.71,,7,0.85,2.55,1,11,1,,0.21,1.8,,,,0.8,,1.8,21.03,0.7
,,,LV60TTSAT-1K,LV,6,3,1,,0.79,,7,1.04,3.12,1,11,1,,0.21,1.8,,,,0.8,,1.8,22.26,0.81
,,,LV100TTSAT-1K,LV,10,3,1,,0.94,,7,1.35,4.05,1,11,1,,0.21,1.8,,,,0.8,,1.8,24.26,1.01
,,,LV160TTSAT-1K,LV,16,3,1,,1.1,,7,1.7,5.1,1,11,1,,0.21,1.8,,,,0.8,,1.8,26.53,1.27
,,,LV250TTSAT-1K,LV,25,3,1,,1.37,,7,2.14,6.42,1.2,11,1,,0.21,1.8,,,,0.8,,1.9,30.43,1.72
,,,LV350TTSAT-1K,LV,35,3,1,,1.54,,7,2.52,7.56,1.2,11,1,,0.21,1.8,,,,0.8,,2,33.09,2.12
,,,LV25TQSAT-1K,LV,2.5,4,1,,1.49,,7,0.67,2.01,0.8,12,1,,0.21,1.8,,,,0.8,,1.8,19.94,0.63
,,,LV40TQSAT-1K,LV,4,4,1,,1.88,,7,0.85,2.55,1,12,1,,0.21,1.8,,,,0.8,,1.8,22.21,0.79
,,,LV60TQSAT-1K,LV,6,4,1,,2.12,,7,1.04,3.12,1,12,1,,0.21,1.8,,,,0.8,,1.8,23.59,0.92
,,,LV100TQSAT-1K,LV,10,4,1,,2.5,,7,1.35,4.05,1,12,1,,0.21,1.8,,,,0.8,,1.8,25.83,1.17
,,,LV160TQSAT-1K,LV,16,4,1,,2.94,,7,1.7,5.1,1,12,1,,0.21,1.8,,,,0.8,,1.9,28.57,1.51
,,,LV250TQSAT-1K,LV,25,4,1,,3.65,,7,2.14,6.42,1.2,12,1,,0.21,1.8,,,,0.8,,2,32.92,2.07
,,,LV350TQSAT-1K,LV,35,4,1,,4.12,,7,2.52,7.56,1.2,12,1,,0.21,1.9,,,,0.8,,2.1,36.07,2.6
,,,LV25TPS-1K5,LV,2.5,2,1.5,,,,7,0.67,2.01,1.27,9,1,,0.21,,,,,,,1.8,15.13,0.22
,,,LV40TPS-1K5,LV,4,2,1.5,,,,7,0.85,2.55,1.27,10,1,,0.21,,,,,,,1.8,16.21,0.27
,,,LV60TPS-1K5,LV,6,2,1.5,,,,7,1.04,3.12,1.27,10,1,,0.21,,,,,,,1.8,17.35,0.33
,,,LV100TPS-1K5,LV,10,2,1.5,,,,7,1.35,4.05,1.27,10,1,,0.21,,,,,,,1.8,19.21,0.45
,,,LV160TPS-1K5,LV,16,2,1.5,,,,7,1.7,5.1,1.27,10,1,,0.21,,,,,,,1.8,21.31,0.61
,,,LV250TPS-1K5,LV,25,2,1.5,,,,7,2.14,6.42,1.48,10,1,,0.21,,,,,,,1.8,24.79,0.87
,,,LV350TPS-1K5,LV,35,2,1.5,,,,7,2.52,7.56,1.48,10,1,,0.21,,,,,,,1.8,27.07,1.12
,,,LV25TTS-1K5,LV,2.5,3,1.5,,0.71,,7,0.67,2.01,1.27,11,1,,0.21,,,,,,,1.8,15.83,0.26
,,,LV40TTS-1K5,LV,4,3,1.5,,0.79,,7,0.85,2.55,1.27,11,1,,0.21,,,,,,,1.8,16.99,0.32
,,,LV60TTS-1K5,LV,6,3,1.5,,0.88,,7,1.04,3.12,1.27,11,1,,0.21,,,,,,,1.8,18.22,0.4
,,,LV100TTS-1K5,LV,10,3,1.5,,1.02,,7,1.35,4.05,1.27,11,1,,0.21,,,,,,,1.8,20.23,0.56
,,,LV160TTS-1K5,LV,16,3,1.5,,1.18,,7,1.7,5.1,1.27,11,1,,0.21,,,,,,,1.8,22.49,0.77
,,,LV250TTS-1K5,LV,25,3,1.5,,1.45,,7,2.14,6.42,1.48,11,1,,0.21,,,,,,,1.8,26.24,1.13
,,,LV350TTS-1K5,LV,35,3,1.5,,1.63,,7,2.52,7.56,1.48,11,1,,0.21,,,,,,,1.9,28.9,1.48
,,,LV25TQS-1K5,LV,2.5,4,1.5,,1.88,,7,0.67,2.01,1.27,12,1,,0.21,,,,,,,1.8,17.01,0.31
,,,LV40TQS-1K5,LV,4,4,1.5,,2.11,,7,0.85,2.55,1.27,12,1,,0.21,,,,,,,1.8,18.31,0.39
,,,LV60TQS-1K5,LV,6,4,1.5,,2.34,,7,1.04,3.12,1.27,12,1,,0.21,,,,,,,1.8,19.69,0.49
,,,LV100TQS-1K5,LV,10,4,1.5,,2.73,,7,1.35,4.05,1.27,12,1,,0.21,,,,,,,1.8,21.93,0.69
,,,LV160TQS-1K5,LV,16,4,1.5,,3.16,,7,1.7,5.1,1.27,12,1,,0.21,,,,,,,1.8,24.47,0.97
,,,LV250TQS-1K5,LV,25,4,1.5,,3.88,,7,2.14,6.42,1.48,12,1,,0.21,,,,,,,1.9,28.87,1.45
,,,LV350TQS-1K5,LV,35,4,1.5,,4.36,,7,2.52,7.56,1.48,12,1.1,,0.21,,,,,,,2,32.02,1.9
,,,LV25TPSAW-1K5,LV,2.5,2,1.5,,,,7,0.67,2.01,1.27,9,1,,0.21,1.8,30,1.6,14.32,,,1.8,21.93,0.95
,,,LV40TPSAW-1K5,LV,4,2,1.5,,,,7,0.85,2.55,1.27,10,1,,0.21,1.8,32,1.6,14.34,,,1.8,23.01,1.04
,,,LV60TPSAW-1K5,LV,6,2,1.5,,,,7,1.04,3.12,1.27,10,1,,0.21,1.8,34,1.6,14.4,,,1.8,24.15,1.15
,,,LV100TPSAW-1K5,LV,10,2,1.5,,,,7,1.35,4.05,1.27,10,1,,0.21,1.8,38,1.6,14.44,,,1.8,26.01,1.36
,,,LV160TPSAW-1K5,LV,16,2,1.5,,,,7,1.7,5.1,1.27,10,1,,0.21,1.8,42,1.6,14.48,,,1.9,28.31,1.62
,,,LV250TPSAW-1K5,LV,25,2,1.5,,,,7,2.14,6.42,1.48,10,1,,0.21,1.8,49,1.6,14.58,,,2,31.99,2.06
,,,LV350TPSAW-1K5,LV,35,2,1.5,,,,7,2.52,7.56,1.48,10,1,,0.21,1.8,43,2,14.5,,,2.1,35.27,2.71
,,,LV25TTSAW-1K5,LV,2.5,3,1.5,,0.71,,7,0.67,2.01,1.27,11,1,,0.21,1.8,32,1.6,14.37,,,1.8,22.63,1.03
,,,LV40TTSAW-1K5,LV,4,3,1.5,,0.79,,7,0.85,2.55,1.27,11,1,,0.21,1.8,34,1.6,14.38,,,1.8,23.79,1.14
,,,LV60TTSAW-1K5,LV,6,3,1.5,,0.88,,7,1.04,3.12,1.27,11,1,,0.21,1.8,36,1.6,14.45,,,1.8,25.02,1.27
,,,LV100TTSAW-1K5,LV,10,3,1.5,,1.02,,7,1.35,4.05,1.27,11,1,,0.21,1.8,40,1.6,14.47,,,1.8,27.03,1.52
,,,LV160TTSAW-1K5,LV,16,3,1.5,,1.18,,7,1.7,5.1,1.27,11,1,,0.21,1.8,44,1.6,14.55,,,1.9,29.49,1.84
,,,LV250TTSAW-1K5,LV,25,3,1.5,,1.45,,7,2.14,6.42,1.48,11,1,,0.21,1.8,41,2,14.5,,,2.1,34.44,2.66
,,,LV350TTSAW-1K5,LV,35,3,1.5,,1.63,,7,2.52,7.56,1.48,11,1,,0.21,1.9,45,2,14.54,,,2.2,37.3,3.15
,,,LV25TQSAW-1K5,LV,2.5,4,1.5,,1.88,,7,0.67,2.01,1.27,12,1,,0.21,1.8,34,1.6,14.39,,,1.8,23.81,1.13
,,,LV40TQSAW-1K5,LV,4,4,1.5,,2.11,,7,0.85,2.55,1.27,12,1,,0.21,1.8,36,1.6,14.45,,,1.8,25.11,1.26
,,,LV60TQSAW-1K5,LV,6,4,1.5,,2.34,,7,1.04,3.12,1.27,12,1,,0.21,1.8,39,1.6,14.44,,,1.8,26.49,1.43
,,,LV100TQSAW-1K5,LV,10,4,1.5,,2.73,,7,1.35,4.05,1.27,12,1,,0.21,1.8,43,1.6,14.51,,,1.9,28.93,1.73
,,,LV160TQSAW-1K5,LV,16,4,1.5,,3.16,,7,1.7,5.1,1.27,12,1,,0.21,1.8,48,1.6,14.54,,,2,31.67,2.14
,,,LV250TQSAW-1K5,LV,25,4,1.5,,3.88,,7,2.14,6.42,1.48,12,1,,0.21,1.9,45,2,14.53,,,2.2,37.27,3.12
,,,LV350TQSAW-1K5,LV,35,4,1.5,,4.36,,7,2.52,7.56,1.48,12,1.1,,0.21,2,50,2,14.57,,,2.3,40.62,3.77
,,,LV25TPSAT-1K5,LV,2.5,2,1.5,,,,7,0.67,2.01,1.27,9,1,,0.21,1.8,,,,0.8,,1.8,20.33,0.61
,,,LV40TPSAT-1K5,LV,4,2,1.5,,,,7,0.85,2.55,1.27,10,1,,0.21,1.8,,,,0.8,,1.8,21.41,0.68
,,,LV60TPSAT-1K5,LV,6,2,1.5,,,,7,1.04,3.12,1.27,10,1,,0.21,1.8,,,,0.8,,1.8,22.55,0.77
,,,LV100TPSAT-1K5,LV,10,2,1.5,,,,7,1.35,4.05,1.27,10,1,,0.21,1.8,,,,0.8,,1.8,24.41,0.93
,,,LV160TPSAT-1K5,LV,16,2,1.5,,,,7,1.7,5.1,1.27,10,1,,0.21,1.8,,,,0.8,,1.8,26.51,1.14
,,,LV250TPSAT-1K5,LV,25,2,1.5,,,,7,2.14,6.42,1.48,10,1,,0.21,1.8,,,,0.8,,1.9,30.19,1.5
,,,LV350TPSAT-1K5,LV,35,2,1.5,,,,7,2.52,7.56,1.48,10,1,,0.21,1.8,,,,0.8,,2,32.67,1.81
,,,LV25TTSAT-1K5,LV,2.5,3,1.5,,0.71,,7,0.67,2.01,1.27,11,1,,0.21,1.8,,,,0.8,,1.8,21.03,0.66
,,,LV40TTSAT-1K5,LV,4,3,1.5,,0.79,,7,0.85,2.55,1.27,11,1,,0.21,1.8,,,,0.8,,1.8,22.19,0.75
,,,LV60TTSAT-1K5,LV,6,3,1.5,,0.88,,7,1.04,3.12,1.27,11,1,,0.21,1.8,,,,0.8,,1.8,23.42,0.86
,,,LV100TTSAT-1K5,LV,10,3,1.5,,1.02,,7,1.35,4.05,1.27,11,1,,0.21,1.8,,,,0.8,,1.8,25.43,1.07
,,,LV160TTSAT-1K5,LV,16,3,1.5,,1.18,,7,1.7,5.1,1.27,11,1,,0.21,1.8,,,,0.8,,1.8,27.69,1.33
,,,LV250TTSAT-1K5,LV,25,3,1.5,,1.45,,7,2.14,6.42,1.48,11,1,,0.21,1.8,,,,0.8,,2,31.84,1.8
,,,LV350TTSAT-1K5,LV,35,3,1.5,,1.63,,7,2.52,7.56,1.48,11,1,,0.21,1.9,,,,0.8,,2.1,34.7,2.22
,,,LV25TQSAT-1K5,LV,2.5,4,1.5,,1.88,,7,0.67,2.01,1.27,12,1,,0.21,1.8,,,,0.8,,1.8,22.21,0.74
,,,LV40TQSAT-1K5,LV,4,4,1.5,,2.11,,7,0.85,2.55,1.27,12,1,,0.21,1.8,,,,0.8,,1.8,23.51,0.85
,,,LV60TQSAT-1K5,LV,6,4,1.5,,2.34,,7,1.04,3.12,1.27,12,1,,0.21,1.8,,,,0.8,,1.8,24.89,0.99
,,,LV100TQSAT-1K5,LV,10,4,1.5,,2.73,,7,1.35,4.05,1.27,12,1,,0.21,1.8,,,,0.8,,1.8,27.13,1.24
,,,LV160TQSAT-1K5,LV,16,4,1.5,,3.16,,7,1.7,5.1,1.27,12,1,,0.21,1.8,,,,0.8,,1.9,29.87,1.59
,,,LV250TQSAT-1K5,LV,25,4,1.5,,3.88,,7,2.14,6.42,1.48,12,1,,0.21,1.9,,,,0.8,,2.1,34.67,2.19
,,,LV350TQSAT-1K5,LV,35,4,1.5,,4.36,,7,2.52,7.56,1.48,12,1.1,,0.21,2,,,,0.8,,2.2,38.02,2.73
,,,LV25TPS-3K,LV,2.5,2,3,,,,7,0.67,2.01,3.4,9,1,,0.21,,,,,,,1.8,23.65,0.47
,,,LV40TPS-3K,LV,4,2,3,,,,7,0.85,2.55,2.8,10,1,,0.21,,,,,,,1.8,22.33,0.45
,,,LV60TPS-3K,LV,6,2,3,,,,7,1.04,3.12,2.5,10,1,,0.21,,,,,,,1.8,22.27,0.48
,,,LV100TPS-3K,LV,10,2,3,,,,7,1.35,4.05,2.2,10,1,,0.21,,,,,,,1.8,22.93,0.57
,,,LV160TPS-3K,LV,16,2,3,,,,7,1.7,5.1,2.2,10,1,,0.21,,,,,,,1.8,25.03,0.73
,,,LV250TPS-3K,LV,25,2,3,,,,7,2.14,6.42,2.2,10,1,,0.21,,,,,,,1.8,27.67,0.99
,,,LV350TPS-3K,LV,35,2,3,,,,7,2.52,7.56,2.2,10,1,,0.21,,,,,,,1.9,30.15,1.25
,,,LV25TTS-3K,LV,2.5,3,3,,1.37,,7,0.67,2.01,3.4,11,1,,0.21,,,,,,,1.8,25.01,0.54
,,,LV40TTS-3K,LV,4,3,3,,1.26,,7,0.85,2.55,2.8,11,1,,0.21,,,,,,,1.8,23.59,0.52
,,,LV60TTS-3K,LV,6,3,3,,1.26,,7,1.04,3.12,2.5,11,1,,0.21,,,,,,,1.8,23.52,0.57
,,,LV100TTS-3K,LV,10,3,3,,1.31,,7,1.35,4.05,2.2,11,1,,0.21,,,,,,,1.8,24.24,0.69
,,,LV160TTS-3K,LV,16,3,3,,1.47,,7,1.7,5.1,2.2,11,1,,0.21,,,,,,,1.8,26.5,0.92
,,,LV250TTS-3K,LV,25,3,3,,1.68,,7,2.14,6.42,2.2,11,1,,0.21,,,,,,,1.9,29.54,1.27
,,,LV350TTS-3K,LV,35,3,3,,1.85,,7,2.52,7.56,2.2,11,1.1,,0.21,,,,,,,2,32.4,1.63
,,,LV25TQS-3K,LV,2.5,4,3,,3.65,,7,0.67,2.01,3.4,12,1,,0.21,,,,,,,1.8,27.29,0.65
,,,LV40TQS-3K,LV,4,4,3,,3.37,,7,0.85,2.55,2.8,12,1,,0.21,,,,,,,1.8,25.7,0.63
,,,LV60TQS-3K,LV,6,4,3,,3.36,,7,1.04,3.12,2.5,12,1,,0.21,,,,,,,1.8,25.63,0.69
,,,LV100TQS-3K,LV,10,4,3,,3.5,,7,1.35,4.05,2.2,12,1,,0.21,,,,,,,1.8,26.42,0.86
,,,LV160TQS-3K,LV,16,4,3,,3.93,,7,1.7,5.1,2.2,12,1,,0.21,,,,,,,1.9,29.16,1.16
,,,LV250TQS-3K,LV,25,4,3,,4.48,,7,2.14,6.42,2.2,12,1.1,,0.21,,,,,,,2,32.75,1.62
,,,LV350TQS-3K,LV,35,4,3,,4.95,,7,2.52,7.56,2.2,12,1.2,,0.21,,,,,,,2.1,35.9,2.1
,,,LV25TPSAW-3K,LV,2.5,2,3,,,,7,0.67,2.01,3.4,9,1,,0.21,1.8,46,1.6,14.55,,,1.9,30.65,1.58
,,,LV40TPSAW-3K,LV,4,2,3,,,,7,0.85,2.55,2.8,10,1,,0.21,1.8,44,1.6,14.5,,,1.9,29.33,1.51
,,,LV60TPSAW-3K,LV,6,2,3,,,,7,1.04,3.12,2.5,10,1,,0.21,1.8,44,1.6,14.51,,,1.9,29.27,1.54
,,,LV100TPSAW-3K,LV,10,2,3,,,,7,1.35,4.05,2.2,10,1,,0.21,1.8,45,1.6,14.51,,,1.9,29.93,1.65
,,,LV160TPSAW-3K,LV,16,2,3,,,,7,1.7,5.1,2.2,10,1,,0.21,1.8,40,2,14.46,,,2,33.03,2.21
,,,LV250TPSAW-3K,LV,25,2,3,,,,7,2.14,6.42,2.2,10,1,,0.21,1.8,44,2,14.51,,,2.1,35.87,2.62
,,,LV350TPSAW-3K,LV,35,2,3,,,,7,2.52,7.56,2.2,10,1,,0.21,1.9,47,2,14.55,,,2.2,38.55,3
,,,LV25TTSAW-3K,LV,2.5,3,3,,1.37,,7,0.67,2.01,3.4,11,1,,0.21,1.8,49,1.6,14.57,,,2,32.21,1.73
,,,LV40TTSAW-3K,LV,4,3,3,,1.26,,7,0.85,2.55,2.8,11,1,,0.21,1.8,46,1.6,14.56,,,1.9,30.59,1.63
,,,LV60TTSAW-3K,LV,6,3,3,,1.26,,7,1.04,3.12,2.5,11,1,,0.21,1.8,46,1.6,14.52,,,1.9,30.52,1.68
,,,LV100TTSAW-3K,LV,10,3,3,,1.31,,7,1.35,4.05,2.2,11,1,,0.21,1.8,47,1.6,14.55,,,2,31.44,1.84
,,,LV160TTSAW-3K,LV,16,3,3,,1.47,,7,1.7,5.1,2.2,11,1,,0.21,1.8,42,2,14.5,,,2.1,34.7,2.48
,,,LV250TTSAW-3K,LV,25,3,3,,1.68,,7,2.14,6.42,2.2,11,1,,0.21,1.9,46,2,14.54,,,2.2,37.94,2.99
,,,LV350TTSAW-3K,LV,35,3,3,,1.85,,7,2.52,7.56,2.2,11,1.1,,0.21,2,51,2,14.59,,,2.3,41,3.54
,,,LV25TQSAW-3K,LV,2.5,4,3,,3.65,,7,0.67,2.01,3.4,12,1,,0.21,1.8,43,2,14.53,,,2.1,35.49,2.24
,,,LV40TQSAW-3K,LV,4,4,3,,3.37,,7,0.85,2.55,2.8,12,1,,0.21,1.8,41,2,14.47,,,2,33.7,2.14
,,,LV60TQSAW-3K,LV,6,4,3,,3.36,,7,1.04,3.12,2.5,12,1,,0.21,1.8,40,2,14.48,,,2,33.63,2.17
,,,LV100TQSAW-3K,LV,10,4,3,,3.5,,7,1.35,4.05,2.2,12,1,,0.21,1.8,42,2,14.51,,,2.1,34.62,2.41
,,,LV160TQSAW-3K,LV,16,4,3,,3.93,,7,1.7,5.1,2.2,12,1,,0.21,1.9,46,2,14.55,,,2.2,37.56,2.87
,,,LV250TQSAW-3K,LV,25,4,3,,4.48,,7,2.14,6.42,2.2,12,1.1,,0.21,2,51,2,14.6,,,2.3,41.35,3.53
,,,LV350TQSAW-3K,LV,35,4,3,,4.95,,7,2.52,7.56,2.2,12,1.2,,0.21,2.1,44,2.55,14.52,,,2.4,45.8,4.71
,,,LV25TPSAT-3K,LV,2.5,2,3,,,,7,0.67,2.01,3.4,9,1,,0.21,1.8,,,,0.8,,1.9,29.05,1.07
,,,LV40TPSAT-3K,LV,4,2,3,,,,7,0.85,2.55,2.8,10,1,,0.21,1.8,,,,0.8,,1.8,27.53,1.01
,,,LV60TPSAT-3K,LV,6,2,3,,,,7,1.04,3.12,2.5,10,1,,0.21,1.8,,,,0.8,,1.8,27.47,1.03
,,,LV100TPSAT-3K,LV,10,2,3,,,,7,1.35,4.05,2.2,10,1,,0.21,1.8,,,,0.8,,1.9,28.33,1.15
,,,LV160TPSAT-3K,LV,16,2,3,,,,7,1.7,5.1,2.2,10,1,,0.21,1.8,,,,0.8,,1.9,30.43,1.37
,,,LV250TPSAT-3K,LV,25,2,3,,,,7,2.14,6.42,2.2,10,1,,0.21,1.8,,,,0.8,,2,33.27,1.69
,,,LV350TPSAT-3K,LV,35,2,3,,,,7,2.52,7.56,2.2,10,1,,0.21,1.9,,,,0.8,,2.1,35.95,2.02
,,,LV25TTSAT-3K,LV,2.5,3,3,,1.37,,7,0.67,2.01,3.4,11,1,,0.21,1.8,,,,0.8,,1.9,30.41,1.17
,,,LV40TTSAT-3K,LV,4,3,3,,1.26,,7,0.85,2.55,2.8,11,1,,0.21,1.8,,,,0.8,,1.9,28.99,1.12
,,,LV60TTSAT-3K,LV,6,3,3,,1.26,,7,1.04,3.12,2.5,11,1,,0.21,1.8,,,,0.8,,1.9,28.92,1.16
,,,LV100TTSAT-3K,LV,10,3,3,,1.31,,7,1.35,4.05,2.2,11,1,,0.21,1.8,,,,0.8,,1.9,29.64,1.3
,,,LV160TTSAT-3K,LV,16,3,3,,1.47,,7,1.7,5.1,2.2,11,1,,0.21,1.8,,,,0.8,,2,32.1,1.59
,,,LV250TTSAT-3K,LV,25,3,3,,1.68,,7,2.14,6.42,2.2,11,1,,0.21,1.9,,,,0.8,,2.1,35.34,2.03
,,,LV350TTSAT-3K,LV,35,3,3,,1.85,,7,2.52,7.56,2.2,11,1.1,,0.21,2,,,,0.8,,2.2,38.4,2.47
,,,LV25TQSAT-3K,LV,2.5,4,3,,3.65,,7,0.67,2.01,3.4,12,1,,0.21,1.8,,,,0.8,,2,32.89,1.34
,,,LV40TQSAT-3K,LV,4,4,3,,3.37,,7,0.85,2.55,2.8,12,1,,0.21,1.8,,,,0.8,,2,31.3,1.29
